STATE,ST_CASE,PVE_FORMS,VEH_NO,CrashDate,CrashTime,PMAN_COLL,PNUMOCCS,PTYPE,PHIT_RUN,PMODEL,PMODYEAR,PGVWR,PV_CONFIG,PHAZ_INV,PHAZ_ID,PVEH_SEV,PTOWED,PFIRE,PDEATHS
26,260306,2,3,20-Jun,22:55,7,0,2,0,404,2002,0,0,1,0,2,5,0,0
26,260315,1,2,24-Jun,19:45,0,0,3,0,444,2007,0,0,1,0,6,2,0,0
26,260330,2,3,16-Jun,14:25,6,0,2,0,402,2005,0,0,1,0,6,2,0,0
26,260362,1,2,01-Jul,11:30,0,1,2,0,7,1998,0,0,1,0,4,5,0,0
26,260391,2,3,16-Jul,23:55,7,0,3,0,444,2010,0,0,1,0,2,5,0,0
26,260391,2,4,16-Jul,23:55,7,0,3,0,37,2012,0,0,1,0,2,5,0,0
26,260395,1,2,16-Jul,01:24,0,0,2,0,441,1992,0,0,1,0,2,5,0,0
26,260405,2,3,22-Jul,09:30,6,0,3,0,31,1968,0,0,1,0,6,5,0,0
26,260521,1,2,23-Aug,02:18,0,0,3,0,42,1993,0,0,1,0,8,8,0,0
26,260521,1,3,23-Aug,02:18,0,0,3,0,47,2000,0,0,1,0,8,8,0,0
26,260564,1,2,16-Aug,02:36,0,2,2,0,2,2005,0,0,1,0,6,2,0,0
26,260564,1,3,16-Aug,02:36,0,0,2,0,43,1998,0,0,1,0,2,3,0,0
26,260574,1,2,17-Aug,23:00,0,0,2,0,22,2007,0,0,1,0,2,5,0,0
26,260681,1,1,15-Oct,10:05,0,0,2,0,401,2007,0,0,1,0,6,2,0,0
26,260681,1,3,15-Oct,10:05,0,0,2,0,881,2012,2,1,1,0,6,2,0,0
26,260717,1,2,11-Oct,22:51,0,0,3,0,881,2001,2,1,1,0,6,2,0,0
26,260754,2,3,12-Nov,11:07,6,0,3,0,37,2000,0,0,1,0,4,5,0,0
26,260754,2,4,12-Nov,11:07,6,0,3,0,2,2003,0,0,1,0,6,5,0,0
26,260754,2,5,12-Nov,11:07,6,0,3,0,404,2010,0,0,1,0,6,5,0,0
26,260754,2,6,12-Nov,11:07,6,0,3,0,23,2015,0,0,1,0,2,5,0,0
26,260780,1,2,05-Aug,21:42,0,0,2,0,37,2002,0,0,1,0,4,3,0,0
26,260788,1,2,12-Nov,14:08,0,1,4,0,881,2004,3,2,1,0,6,2,0,0
26,260793,1,2,28-Nov,20:51,0,3,2,0,36,2003,0,0,1,0,6,2,0,1
26,260820,1,2,09-Dec,03:11,0,1,4,0,884,2001,3,4,1,0,2,5,0,0
26,260838,1,2,28-Feb,08:28,0,0,2,0,407,2007,0,0,1,0,2,3,0,0
26,260845,1,2,18-Dec,17:11,0,0,2,0,2,2002,0,0,1,0,4,5,0,0
26,260886,2,3,13-Apr,00:55,1,0,2,0,7,2001,0,0,1,0,6,2,0,0
26,260895,2,1,28-Nov,03:30,1,2,2,0,2,2003,0,0,1,0,6,2,0,1
27,270013,1,2,28-Jan,21:48,0,1,4,0,809,2000,3,2,1,0,4,5,0,0
27,270176,1,1,05-Jul,14:31,0,2,2,0,481,2013,0,0,1,0,2,3,0,0
27,270232,2,3,29-Aug,13:30,1,2,2,0,23,2006,0,0,1,0,2,5,0,0
28,280043,1,2,14-Feb,06:30,0,1,2,0,884,2013,3,6,1,0,6,2,0,0
28,280067,1,2,20-Feb,13:37,0,0,3,0,421,2004,0,0,1,0,2,5,0,0
28,280176,2,3,07-May,20:04,6,0,3,0,471,1995,0,0,1,0,2,5,0,0
28,280176,2,4,07-May,20:04,6,0,3,0,402,2001,0,0,1,0,6,2,0,0
28,280525,1,2,12-Oct,15:00,0,0,3,0,442,1998,0,0,1,0,2,5,0,0
29,290014,1,1,01-Jan,20:10,0,0,2,0,50,2009,0,0,1,0,6,2,0,0
29,290015,2,3,06-Jan,23:45,1,2,2,0,870,2010,2,1,1,0,6,2,0,0
29,290041,1,2,18-Jan,22:34,0,0,2,0,33,2012,0,0,1,0,4,9,0,0
29,290061,2,3,08-Feb,12:42,6,0,3,0,4,1993,0,0,1,0,6,2,0,0
29,290061,2,4,08-Feb,12:42,6,0,3,0,23,2010,0,0,1,0,2,5,0,0
29,290061,2,5,08-Feb,12:42,6,0,3,0,31,2000,0,0,1,0,6,2,0,0
29,290061,2,6,08-Feb,12:42,6,0,3,0,35,2000,0,0,1,0,2,5,0,0
29,290169,1,1,19-Apr,18:00,0,1,2,0,881,2013,3,6,1,0,2,5,0,0
29,290220,1,2,16-May,22:32,0,0,2,0,401,2002,0,0,1,0,6,2,0,0
29,290243,1,2,21-May,00:59,0,0,2,0,32,2013,0,0,1,0,6,2,0,0
29,290243,1,3,21-May,00:59,0,0,2,0,37,2002,0,0,1,0,4,5,0,0
29,290306,1,2,21-May,02:47,0,0,2,0,37,2004,0,0,1,0,4,5,0,0
29,290475,2,3,10-Aug,21:07,6,0,3,0,401,2004,0,0,1,0,2,5,0,0
29,290475,2,4,10-Aug,21:07,6,0,3,0,481,1998,0,0,1,0,2,5,0,0
29,290475,2,5,10-Aug,21:07,6,0,3,0,47,2006,0,0,1,0,2,5,0,0
29,290549,1,2,31-Aug,11:35,0,0,2,0,880,2005,2,1,1,0,6,2,0,0
29,290685,1,2,29-Sep,03:08,0,0,3,0,884,2009,3,1,1,0,4,5,0,0
29,290685,1,3,29-Sep,03:08,0,0,3,0,880,2015,2,1,1,0,9,5,1,0
29,290750,1,2,20-Nov,23:56,0,0,2,0,881,2016,3,6,1,0,2,5,0,0
29,290782,1,2,14-Oct,20:18,0,0,2,0,2,2012,0,0,1,0,6,2,0,0
29,290782,1,3,14-Oct,20:18,0,0,2,0,1,2001,0,0,1,0,9,5,0,0
30,300147,1,2,18-Oct,20:58,0,0,2,0,850,1993,0,0,1,0,6,2,0,0
30,300165,1,2,31-Oct,01:12,0,0,3,0,884,1999,3,19,1,0,4,5,0,0
31,310064,2,3,01-Apr,04:19,6,0,3,0,401,2006,0,0,1,0,4,5,0,0
31,310083,1,2,23-May,00:53,0,0,3,0,881,1998,3,2,1,0,2,5,0,0
31,310173,1,2,10-Oct,21:23,0,0,3,0,40,2007,0,0,1,0,2,5,0,0
31,310173,1,3,10-Oct,21:23,0,0,3,0,482,2009,0,0,1,0,2,5,0,0
31,310187,1,1,17-Nov,20:30,0,1,2,0,881,2007,3,6,1,0,6,2,0,0
31,310216,1,2,22-Oct,02:35,0,0,4,0,881,2015,3,2,1,0,2,5,0,0
32,320043,1,2,30-Mar,09:29,0,0,4,0,481,2005,2,1,1,0,2,5,0,0
32,320067,2,3,03-Apr,03:01,1,0,2,0,481,2005,3,1,1,0,2,5,0,0
32,320185,1,2,22-Sep,01:51,0,0,2,0,499,1996,0,0,1,0,2,5,0,0
32,320189,1,2,29-May,03:11,0,0,2,0,882,2008,3,1,1,0,4,3,0,0
32,320218,1,2,09-Nov,00:44,0,0,2,0,881,1992,3,1,1,0,4,3,0,0
32,320240,1,2,16-Sep,17:47,0,0,3,0,401,1999,0,0,1,0,2,5,0,0
32,320270,2,3,14-Nov,15:19,6,0,3,0,37,2000,0,0,1,0,4,5,0,0
32,320296,1,2,11-Nov,20:35,0,0,3,0,472,1997,0,0,1,0,4,5,0,0
32,320296,1,3,11-Nov,20:35,0,0,3,0,481,1991,0,0,1,0,2,5,0,0
32,320296,1,4,11-Nov,20:35,0,0,3,0,39,2007,0,0,1,0,2,5,0,0
32,320296,1,5,11-Nov,20:35,0,0,3,0,1,2002,0,0,1,0,2,5,0,0
32,320296,1,6,11-Nov,20:35,0,0,3,0,39,1998,0,0,1,0,2,5,0,0
32,320296,1,7,11-Nov,20:35,0,0,3,0,16,2001,0,0,1,0,2,5,0,0
34,340004,2,3,03-Jan,18:19,6,0,3,0,402,2005,0,0,1,0,2,5,0,0
34,340005,1,2,15-Jan,02:50,0,1,2,0,881,2012,3,6,1,0,4,3,0,0
34,340009,2,3,17-Jan,13:29,0,0,3,0,31,1991,0,0,1,0,8,2,0,0
34,340009,2,4,17-Jan,13:29,0,0,3,0,32,2001,0,0,1,0,8,5,0,0
34,340044,1,1,26-Feb,14:08,0,2,2,0,881,2012,3,6,1,0,8,2,0,0
34,340070,1,2,20-Mar,13:29,0,0,2,0,401,2003,0,0,1,0,6,2,1,0
34,340076,1,2,10-Mar,15:53,0,1,2,0,881,2014,3,6,1,0,6,2,0,0
34,340090,1,2,05-Apr,21:05,0,0,2,0,47,1999,0,0,1,0,8,8,0,0
34,340097,1,2,22-Apr,21:04,0,0,4,0,999,9999,9,99,1,0,8,5,0,0
34,340115,1,2,18-Jan,07:21,0,0,4,0,881,1996,3,1,1,0,8,2,0,0
34,340123,1,2,03-May,09:46,0,0,2,0,43,2000,0,0,1,0,8,2,0,0
34,340123,1,3,03-May,09:46,0,0,2,0,47,2008,0,0,1,0,8,5,0,0
34,340176,1,2,28-Jun,20:05,0,0,2,0,43,2004,0,0,1,0,9,5,0,0
34,340177,1,2,25-Jun,20:20,0,0,2,0,881,2007,3,6,1,0,8,5,0,0
34,340181,1,2,24-Jun,10:51,0,0,3,0,401,2005,0,0,1,0,6,2,0,0
34,340181,1,3,24-Jun,10:51,0,0,3,0,13,2006,0,0,1,0,6,2,0,0
34,340181,1,4,24-Jun,10:51,0,0,3,0,405,2008,0,0,1,0,6,2,0,0
34,340181,1,5,24-Jun,10:51,0,0,3,0,31,2015,0,0,1,0,6,2,0,0
34,340286,1,2,17-May,09:01,0,0,2,0,32,2001,0,0,1,0,8,5,0,0
34,340307,3,2,24-Jul,11:12,0,0,4,0,881,2006,3,1,1,0,8,2,0,0
34,340323,1,2,25-Sep,01:20,0,1,2,0,881,2011,3,6,1,0,8,2,0,0
34,340332,1,2,15-Aug,07:54,0,0,2,0,881,2016,3,2,1,0,6,2,0,0
34,340382,1,2,19-Oct,11:02,0,1,2,0,481,2010,2,1,1,0,6,2,0,0
34,340382,1,3,19-Oct,11:02,0,1,2,0,32,2000,0,0,1,0,6,2,0,0
34,340393,2,3,20-Dec,02:30,11,0,2,0,884,1997,3,6,1,0,8,5,0,0
34,340394,1,1,14-Dec,17:00,0,1,2,0,404,2001,0,0,1,0,8,2,0,0
34,340447,1,2,28-Nov,22:32,0,1,2,0,482,2003,0,0,1,0,6,2,0,0
34,340455,1,2,07-Nov,06:24,0,1,2,0,881,2005,3,6,1,0,8,9,0,0
34,340476,1,2,09-Sep,16:25,0,0,2,0,18,2003,0,0,1,0,8,5,0,0
34,340516,1,2,22-Dec,02:24,0,0,3,0,47,2011,0,0,1,0,2,5,0,0
34,340516,1,3,22-Dec,02:24,0,0,3,0,40,2002,0,0,1,0,2,5,0,0
34,340516,1,4,22-Dec,02:24,0,0,3,0,443,1998,0,0,1,0,2,5,0,0
34,340520,1,2,01-Sep,09:10,0,0,2,0,481,2013,0,0,1,0,8,2,0,0
34,340531,1,2,17-Dec,15:56,0,0,2,0,401,1995,0,0,1,0,8,2,0,0
36,360036,1,2,18-Jan,11:32,0,0,2,0,26,2013,0,0,1,0,8,2,0,0
36,360073,1,1,14-Feb,10:49,0,1,2,0,881,2007,3,6,1,0,8,5,0,0
36,360094,3,2,02-Feb,13:27,0,0,2,0,35,2012,0,0,1,0,8,2,0,0
36,360094,3,3,02-Feb,13:27,0,0,2,0,870,2003,2,20,1,0,8,2,0,0
36,360095,1,2,04-Feb,23:05,0,0,2,0,481,1995,0,0,1,0,8,2,0,0
36,360109,1,1,15-Jan,09:01,0,2,4,0,881,2001,2,1,1,0,8,2,0,0
36,360138,1,2,20-Mar,18:34,0,4,2,0,34,2001,0,0,1,0,8,2,0,0
36,360175,1,2,12-Apr,22:57,0,0,3,0,38,1998,0,0,1,0,8,5,0,0
36,360208,2,3,26-Apr,05:48,6,0,2,0,441,2004,0,0,1,0,8,5,0,0
36,360208,2,4,26-Apr,05:48,6,0,2,0,402,2015,0,0,1,0,8,5,0,0
36,360217,1,2,01-May,01:37,0,0,3,0,31,2009,0,0,1,0,9,9,0,0
36,360270,2,3,10-May,22:50,6,0,2,0,441,2009,0,0,1,0,8,5,0,0
36,360312,1,2,03-Jun,12:24,0,0,2,0,24,2014,0,0,1,0,8,2,0,0
36,360313,1,2,02-Jun,03:53,0,0,2,0,35,1999,0,0,1,0,8,5,0,0
36,360313,1,3,02-Jun,03:53,0,0,2,0,31,2013,0,0,1,0,8,5,0,0
36,360313,1,4,02-Jun,03:53,0,0,2,0,40,2014,0,0,1,0,8,5,0,0
36,360313,1,5,02-Jun,03:53,0,0,2,0,6,2004,0,0,1,0,8,5,0,0
36,360313,1,6,02-Jun,03:53,0,0,2,0,32,2004,0,0,1,0,8,5,0,0
36,360313,1,7,02-Jun,03:53,0,0,2,0,37,2004,0,0,1,0,8,5,0,0
36,360313,1,8,02-Jun,03:53,0,0,2,0,40,1993,0,0,1,0,8,5,0,0
36,360313,1,9,02-Jun,03:53,0,0,2,0,51,2004,0,0,1,0,8,5,0,0
36,360313,1,10,02-Jun,03:53,0,0,2,0,421,2004,0,0,1,0,8,5,0,0
36,360313,1,11,02-Jun,03:53,0,0,2,0,55,2014,0,0,1,0,8,5,0,0
36,360316,1,2,04-Jun,17:32,0,0,2,0,31,2005,0,0,1,0,8,5,0,0
36,360356,1,2,21-Jun,00:10,0,0,3,0,482,2004,0,0,1,0,8,2,0,0
36,360389,3,2,28-Jun,04:35,0,2,2,0,51,2012,0,0,1,0,8,5,0,0
36,360391,2,3,29-Jun,04:25,6,0,2,0,441,2007,0,0,1,0,8,2,0,0
36,360395,1,2,01-Jul,10:26,0,1,2,0,1,2006,0,0,1,0,8,2,0,0
36,360432,1,2,11-Jul,10:36,0,0,2,0,881,2000,2,1,1,0,8,5,0,0
36,360454,1,2,31-May,03:50,0,0,3,0,49,2006,0,0,1,0,8,5,0,0
36,360492,1,2,02-Aug,01:20,0,0,2,0,401,2005,0,0,1,0,8,2,0,0
36,360507,2,3,08-Aug,00:17,6,0,2,0,51,2006,0,0,1,0,8,5,0,0
36,360521,1,2,10-Aug,06:37,0,0,2,0,40,1996,0,0,1,0,6,2,0,0
36,360521,1,3,10-Aug,06:37,0,0,2,0,403,2015,0,0,1,0,8,5,0,0
36,360521,1,4,10-Aug,06:37,0,0,2,0,34,2013,0,0,1,0,6,2,0,0
36,360528,1,2,04-May,11:25,0,0,2,0,52,2001,0,0,1,0,8,2,0,0
36,360528,1,3,04-May,11:25,0,0,2,0,22,2015,0,0,1,0,8,5,0,0
36,360528,1,4,04-May,11:25,0,0,2,0,999,9999,0,0,1,0,8,5,0,0
36,360540,1,2,16-Aug,01:06,0,0,2,0,35,2004,0,0,1,0,8,2,0,0
36,360540,1,3,16-Aug,01:06,0,0,2,0,405,2002,0,0,1,0,8,5,0,0
36,360562,2,2,12-Aug,22:23,0,3,2,0,401,2003,0,0,1,0,6,2,0,2
36,360649,2,3,12-Sep,01:15,7,0,2,0,16,2005,0,0,1,0,8,5,0,0
36,360649,2,4,12-Sep,01:15,7,0,2,0,32,2005,0,0,1,0,8,5,0,0
36,360839,1,2,06-Oct,09:30,0,0,2,0,33,2011,0,0,1,0,8,2,0,0
36,360848,1,2,09-Nov,17:26,0,0,2,0,401,2002,0,0,1,0,8,5,0,0
36,360883,5,3,26-Nov,19:13,6,0,2,0,442,2007,0,0,1,0,8,5,0,0
36,360883,5,5,26-Nov,19:13,6,0,2,0,422,2001,0,0,1,0,8,5,0,0
36,360890,2,3,01-Dec,18:14,6,0,2,0,481,2003,0,0,1,0,8,5,0,0
36,360916,1,2,06-Dec,22:31,0,0,2,0,40,2014,0,0,1,0,8,5,0,0
36,360931,3,4,09-Dec,22:10,6,0,2,0,422,2004,0,0,1,0,8,5,0,0
36,360932,1,2,09-Dec,08:30,0,0,2,0,804,1997,3,2,1,0,8,5,0,0
36,360943,1,2,25-Nov,06:27,0,0,3,0,18,2006,0,0,1,0,8,5,0,0
36,360950,1,2,25-Oct,23:34,0,0,3,0,999,9999,0,0,1,0,8,5,0,0
36,360950,1,3,25-Oct,23:34,0,0,3,0,406,2006,0,0,1,0,8,5,0,0
36,360950,1,4,25-Oct,23:34,0,0,3,0,22,2009,0,0,1,0,8,5,0,0
36,360950,1,5,25-Oct,23:34,0,0,3,0,23,1999,0,0,1,0,8,5,0,0
36,360950,1,6,25-Oct,23:34,0,0,3,0,20,1997,0,0,1,0,8,5,0,0
36,360969,1,2,17-Dec,05:06,0,1,2,0,881,2007,3,6,1,0,8,2,0,0
36,360971,1,2,18-Dec,03:38,0,0,2,0,981,2000,2,21,1,0,8,5,0,0
36,360971,1,3,18-Dec,03:38,0,0,2,0,441,2010,0,0,1,0,8,5,0,0
36,360971,1,4,18-Dec,03:38,0,0,2,0,461,2006,0,0,1,0,8,5,0,0
36,361038,1,2,17-Apr,15:55,0,1,2,0,47,2011,0,0,1,0,8,2,0,1
36,361038,1,3,17-Apr,15:55,0,0,2,0,422,2014,0,0,1,0,8,5,0,0
37,370027,3,4,07-Jan,07:56,6,0,3,0,401,2001,0,0,1,0,6,2,0,0
37,370081,2,3,31-Jan,11:07,6,0,3,0,431,2000,0,0,1,0,4,5,0,0
37,370139,1,2,12-Feb,07:09,0,0,2,0,881,2011,3,6,1,0,4,5,0,0
37,370274,1,2,05-Apr,03:19,0,0,3,0,481,1992,0,0,1,0,4,5,0,0
37,370441,1,2,13-May,11:57,0,0,3,0,22,2005,0,0,1,0,6,5,0,0
37,370441,1,3,13-May,11:57,0,0,3,0,471,2001,0,0,1,0,4,5,0,0
37,370441,1,4,13-May,11:57,0,0,3,0,47,2001,0,0,1,0,4,5,0,0
37,370441,1,5,13-May,11:57,0,0,3,0,421,2008,0,0,1,0,4,5,0,0
37,370441,1,6,13-May,11:57,0,0,3,0,481,1992,0,0,1,0,4,5,0,0
37,370513,1,1,12-Jun,16:34,0,1,2,0,881,2007,3,5,1,0,6,2,0,0
37,370513,1,3,12-Jun,16:34,0,0,2,0,481,1985,0,0,1,0,6,2,0,0
37,370560,2,3,21-Jun,06:29,2,0,3,0,50,2007,0,0,1,0,4,5,0,0
37,370692,1,2,19-Jul,00:33,0,0,3,0,998,1998,0,0,1,0,6,2,0,0
37,370709,2,2,17-Jul,06:19,0,0,2,0,706,2013,0,0,1,0,6,2,0,0
37,370709,2,4,17-Jul,06:19,0,0,3,0,706,2013,0,0,1,0,6,2,0,0
37,370709,2,5,17-Jul,06:19,0,0,2,0,706,2011,0,0,1,0,6,2,0,0
37,370709,2,6,17-Jul,06:19,0,0,2,0,706,2012,0,0,1,0,6,2,0,0
37,370709,2,7,17-Jul,06:19,0,0,2,0,706,2013,0,0,1,0,6,2,0,0
37,370717,1,2,03-Aug,07:56,0,0,3,0,442,2010,0,0,1,0,4,5,0,0
37,370755,1,2,31-Jul,23:28,0,0,3,0,402,2015,0,0,1,0,6,2,0,0
37,370833,3,4,23-Sep,17:44,6,0,3,0,482,2007,0,0,1,0,4,5,0,0
37,370855,1,2,16-Sep,03:00,0,0,3,0,421,2006,0,0,1,0,2,5,0,0
37,370879,2,3,17-Sep,01:49,6,0,2,0,471,1997,0,0,1,0,2,5,0,0
37,370949,1,2,14-Oct,14:47,0,0,3,0,481,2011,0,0,1,0,2,5,0,0
37,370958,1,2,03-Oct,14:46,0,0,3,0,20,1995,0,0,1,0,2,5,0,0
37,370985,1,2,11-Oct,06:09,0,0,3,0,40,1995,0,0,1,0,4,5,0,0
37,371044,1,2,02-Nov,07:29,0,0,2,0,482,2005,0,0,1,0,6,2,0,0
37,371221,1,2,16-Dec,08:20,0,0,3,0,442,2008,0,0,1,0,6,2,0,0
37,371262,1,2,30-Oct,11:24,0,0,2,0,481,2007,0,0,1,0,6,5,0,0
37,371264,1,2,17-Dec,23:00,0,0,3,0,481,1997,0,0,1,0,2,5,0,0
38,380022,1,2,26-Mar,16:28,0,0,2,0,881,2002,3,6,1,0,4,5,0,0
38,380116,1,2,24-Dec,18:45,0,0,3,0,401,2007,0,0,1,0,4,5,0,0
39,390002,1,2,01-Jan,15:04,0,0,3,0,2,1995,0,0,1,0,2,5,0,0
39,390003,1,2,03-Jan,07:30,0,0,3,0,881,2007,3,6,1,0,4,3,0,0
39,390003,1,3,03-Jan,07:30,0,0,3,0,481,2005,0,0,1,0,6,2,0,0
39,390053,1,2,06-Jan,12:55,0,0,2,0,32,2007,0,0,1,0,6,2,0,0
39,390056,1,2,24-Jan,01:16,0,0,3,0,881,2004,3,6,1,0,6,5,0,0
39,390056,1,3,24-Jan,01:16,0,0,3,0,881,2015,3,6,1,0,4,5,0,0
39,390077,2,2,08-Feb,21:37,0,1,2,0,33,2003,0,0,1,0,6,2,0,1
39,390082,1,2,14-Feb,21:31,0,0,2,0,422,2003,0,0,1,0,6,2,0,0
39,390082,1,3,14-Feb,21:31,0,2,2,0,24,2012,0,0,1,0,4,5,0,0
39,390102,1,2,06-Feb,21:40,0,0,2,0,2,2005,0,0,1,0,2,5,0,0
39,390102,1,3,06-Feb,21:40,0,0,2,0,441,2006,0,0,1,0,4,9,0,0
39,390121,1,1,21-Feb,02:23,0,1,2,0,403,2013,0,0,1,0,6,2,0,0
39,390124,2,3,27-Feb,17:45,6,0,3,0,482,2007,0,0,1,0,4,9,0,0
39,390129,1,2,21-Feb,17:02,0,0,2,0,31,2001,0,0,1,0,2,5,0,0
39,390132,1,2,03-Mar,03:30,0,0,2,0,890,2010,3,6,1,0,2,3,0,0
39,390137,1,2,13-Mar,18:08,0,1,2,0,890,1995,3,6,1,0,4,5,0,0
39,390137,1,3,13-Mar,18:08,0,1,3,0,33,2009,0,0,1,0,4,3,0,0
39,390274,1,2,02-Mar,09:04,0,0,2,0,16,2003,0,0,1,0,6,2,0,0
39,390291,1,2,22-Apr,15:23,0,0,4,0,884,9999,3,2,1,0,2,5,0,0
39,390326,1,1,28-Jan,03:34,0,1,4,0,883,2013,3,2,1,0,6,2,0,0
39,390345,1,2,03-Jun,04:37,0,0,3,0,481,2001,0,0,1,0,2,3,0,0
39,390360,1,2,10-Jun,23:38,0,0,3,0,481,2000,0,0,1,0,9,9,0,0
39,390366,1,2,07-May,18:50,0,1,2,0,481,2002,0,0,1,0,6,2,0,0
39,390366,1,3,07-May,18:50,0,0,2,0,481,1995,0,0,1,0,2,5,0,0
39,390370,2,3,07-Jun,03:47,6,0,4,0,998,2004,2,99,1,0,2,5,0,0
39,390377,2,3,23-May,22:42,6,0,3,0,461,2015,0,0,1,0,6,5,0,0
39,390401,1,2,07-Jun,02:29,0,0,2,0,442,1998,0,0,1,0,6,2,0,0
39,390401,1,3,07-Jun,02:29,0,0,2,0,32,2014,0,0,1,0,6,2,0,0
39,390401,1,4,07-Jun,02:29,0,0,2,0,482,2003,0,0,1,0,4,5,0,0
39,390427,2,3,07-Jul,14:36,2,0,2,0,6,2004,0,0,1,0,2,5,0,0
39,390473,1,1,29-Jun,10:05,0,1,2,0,880,2007,2,1,1,0,4,8,0,1
39,390500,1,2,19-Jul,02:25,0,1,3,0,32,2013,0,0,1,0,6,2,0,1
39,390539,1,2,04-Aug,04:15,0,1,2,0,884,2006,3,6,1,0,9,3,0,0
39,390542,1,2,08-Aug,09:23,0,1,2,0,884,2010,2,2,1,0,4,5,0,0
39,390550,1,2,15-Aug,02:10,0,0,2,0,402,2009,0,0,1,0,6,5,0,0
39,390583,2,3,22-Aug,21:06,6,0,2,0,37,2004,0,0,1,0,4,5,0,0
39,390619,1,2,26-Aug,07:24,0,1,2,0,43,2003,0,0,1,0,6,2,0,1
39,390683,1,2,13-Jul,00:42,0,0,3,0,401,2004,0,0,1,0,4,8,0,0
39,390776,1,2,06-Jun,23:18,0,0,3,0,422,2004,0,0,1,0,6,5,0,0
39,390887,1,1,17-Aug,21:20,0,0,2,0,2,2005,0,0,1,0,6,2,0,0
39,390897,1,2,17-Oct,10:07,0,1,3,0,884,2016,3,6,1,0,4,5,0,0
39,390924,1,2,27-Sep,02:36,0,0,2,0,41,2003,0,0,1,0,4,8,0,0
39,390932,2,3,30-Nov,14:45,6,0,3,0,404,1997,0,0,1,0,2,5,0,0
39,390976,1,2,01-Dec,15:07,0,0,3,0,442,2005,0,0,1,0,4,5,0,0
39,390976,1,3,01-Dec,15:07,0,0,3,0,402,2000,0,0,1,0,6,5,0,0
39,390987,1,2,09-Dec,21:44,0,0,2,0,884,2011,3,19,1,0,6,2,0,0
39,391031,1,1,23-Oct,21:57,0,0,2,0,402,1999,0,0,1,0,6,2,0,0
39,391043,1,2,31-Dec,03:41,0,0,2,0,32,2004,0,0,1,0,2,5,0,0
39,391043,1,3,31-Dec,03:41,0,0,2,0,401,2005,0,0,1,0,2,5,0,0
39,391047,1,2,06-Dec,03:45,0,0,2,0,32,2006,0,0,1,0,4,5,0,0
39,391049,1,2,05-Oct,15:19,0,0,2,0,481,2007,0,0,1,0,6,2,0,0
39,391049,1,3,05-Oct,15:19,0,0,2,0,881,2016,3,6,1,0,4,3,0,0
40,400008,1,2,16-Jan,00:48,0,0,3,0,998,2005,0,0,1,0,2,5,0,0
40,400038,1,2,09-Jan,11:10,0,2,2,0,471,2000,0,0,1,0,6,2,0,2
40,400060,1,2,31-Jan,22:16,0,0,2,0,881,2008,3,6,1,0,6,2,0,0
40,400093,1,2,09-Mar,09:30,0,0,2,0,442,2005,0,0,1,0,6,2,0,0
40,400121,1,2,17-Mar,00:43,0,0,2,0,20,2005,0,0,1,0,2,5,0,0
40,400121,1,3,17-Mar,00:43,0,0,2,0,23,2012,0,0,1,0,4,5,0,0
40,400135,1,2,24-Mar,18:00,0,0,4,0,884,2005,3,1,1,0,2,5,0,0
40,400162,1,2,18-May,00:06,0,0,2,0,34,2008,0,0,1,0,4,5,0,0
40,400168,1,2,16-May,23:10,0,0,3,0,481,2006,0,0,1,0,6,2,0,0
40,400220,1,2,24-Jun,16:31,0,1,2,0,881,2009,3,2,1,0,4,5,0,0
40,400238,1,1,06-Jun,12:52,0,1,2,0,881,2011,3,6,1,0,4,5,0,0
40,400255,1,2,03-Jul,06:10,0,0,2,0,998,2006,8,99,1,0,2,5,0,0
40,400311,1,2,09-Jul,02:23,0,0,2,0,481,2015,0,0,1,0,6,2,0,0
40,400383,1,2,04-Sep,16:05,0,1,4,0,884,2013,3,2,1,0,6,2,0,0
41,410075,1,2,31-Mar,11:15,0,0,2,0,881,2006,3,6,1,0,9,5,0,0
41,410194,1,2,26-Aug,21:47,0,0,2,0,46,2005,0,0,1,0,8,5,0,0
41,410232,1,2,08-Aug,07:15,0,0,2,0,881,2015,3,6,1,0,4,5,0,0
41,410255,2,3,18-Jul,02:27,6,0,2,0,2,2004,0,0,1,0,6,2,0,0
41,410255,2,4,18-Jul,02:27,6,0,2,0,32,1992,0,0,1,0,9,5,0,0
41,410255,2,5,18-Jul,02:27,6,0,2,0,404,2002,0,0,1,0,9,5,0,0
41,410255,2,6,18-Jul,02:27,6,0,2,0,32,1995,0,0,1,0,9,5,0,0
41,410255,2,7,18-Jul,02:27,6,0,2,0,4,1984,0,0,1,0,2,5,0,0
41,410266,2,3,26-Sep,15:21,6,0,2,0,38,1995,0,0,1,0,9,5,0,0
41,410266,2,4,26-Sep,15:21,6,0,2,0,40,1990,0,0,1,0,9,5,0,0
41,410355,2,3,17-Dec,09:15,6,0,2,0,881,2015,3,6,1,0,9,5,0,0
42,420061,1,2,03-Jan,01:28,0,0,2,0,442,1996,0,0,1,0,6,2,0,0
42,420061,1,3,03-Jan,01:28,0,0,2,0,442,1999,0,0,1,0,4,3,0,0
42,420061,1,4,03-Jan,01:28,0,0,2,0,482,2004,0,0,1,0,2,5,0,0
42,420143,1,2,04-Mar,02:25,0,0,2,0,881,2000,3,6,1,0,4,5,0,0
42,420198,1,2,29-Apr,21:42,0,0,3,0,43,2004,0,0,1,0,2,5,0,0
